County,Statistic,CensusYear,Sex,Age Group,value
Galway,Population 2011 to 2016,2016,Both sexes,50 - 54 years,15796.0
Galway,Population 2011 to 2016,2016,Both sexes,55 - 59 years,14639.0
Galway,Population 2011 to 2016,2016,Both sexes,60 - 64 years,13316.0
Galway,Population 2011 to 2016,2016,Both sexes,65 - 69 years,11434.0
Galway,Population 2011 to 2016,2016,Both sexes,70 - 74 years,8808.0
Galway,Population 2011 to 2016,2016,Both sexes,75 - 79 years,6239.0
Galway,Population 2011 to 2016,2016,Both sexes,80 - 84 years,4479.0
Galway,Population 2011 to 2016,2016,Both sexes,85 years and over,3946.0
Leitrim,Population 2011 to 2016,2016,Both sexes,All ages,32044.0
Leitrim,Population 2011 to 2016,2016,Both sexes,0 - 4 years,2188.0
Leitrim,Population 2011 to 2016,2016,Both sexes,5 - 9 years,2416.0
Leitrim,Population 2011 to 2016,2016,Both sexes,10 - 14 years,2319.0
Leitrim,Population 2011 to 2016,2016,Both sexes,15 - 19 years,1881.0
Leitrim,Population 2011 to 2016,2016,Both sexes,20 - 24 years,1293.0
Leitrim,Population 2011 to 2016,2016,Both sexes,25 - 29 years,1433.0
Leitrim,Population 2011 to 2016,2016,Both sexes,30 - 34 years,1984.0
Leitrim,Population 2011 to 2016,2016,Both sexes,35 - 39 years,2334.0
Leitrim,Population 2011 to 2016,2016,Both sexes,40 - 44 years,2332.0
Leitrim,Population 2011 to 2016,2016,Both sexes,45 - 49 years,2214.0
Leitrim,Population 2011 to 2016,2016,Both sexes,50 - 54 years,2129.0
Leitrim,Population 2011 to 2016,2016,Both sexes,55 - 59 years,2110.0
Leitrim,Population 2011 to 2016,2016,Both sexes,60 - 64 years,2002.0
Leitrim,Population 2011 to 2016,2016,Both sexes,65 - 69 years,1747.0
Leitrim,Population 2011 to 2016,2016,Both sexes,70 - 74 years,1328.0
Leitrim,Population 2011 to 2016,2016,Both sexes,75 - 79 years,966.0
Leitrim,Population 2011 to 2016,2016,Both sexes,80 - 84 years,681.0
Leitrim,Population 2011 to 2016,2016,Both sexes,85 years and over,687.0
Mayo,Population 2011 to 2016,2016,Both sexes,All ages,130507.0
Mayo,Population 2011 to 2016,2016,Both sexes,0 - 4 years,8393.0
Mayo,Population 2011 to 2016,2016,Both sexes,5 - 9 years,9146.0
Mayo,Population 2011 to 2016,2016,Both sexes,10 - 14 years,9015.0
Mayo,Population 2011 to 2016,2016,Both sexes,15 - 19 years,8345.0
Mayo,Population 2011 to 2016,2016,Both sexes,20 - 24 years,5792.0
Mayo,Population 2011 to 2016,2016,Both sexes,25 - 29 years,6165.0
Mayo,Population 2011 to 2016,2016,Both sexes,30 - 34 years,8111.0
Mayo,Population 2011 to 2016,2016,Both sexes,35 - 39 years,8862.0
Mayo,Population 2011 to 2016,2016,Both sexes,40 - 44 years,9017.0
Mayo,Population 2011 to 2016,2016,Both sexes,45 - 49 years,8933.0
Mayo,Population 2011 to 2016,2016,Both sexes,50 - 54 years,8907.0
Mayo,Population 2011 to 2016,2016,Both sexes,55 - 59 years,8776.0
Mayo,Population 2011 to 2016,2016,Both sexes,60 - 64 years,8136.0
Mayo,Population 2011 to 2016,2016,Both sexes,65 - 69 years,7632.0
Mayo,Population 2011 to 2016,2016,Both sexes,70 - 74 years,5689.0
Mayo,Population 2011 to 2016,2016,Both sexes,75 - 79 years,4052.0
Mayo,Population 2011 to 2016,2016,Both sexes,80 - 84 years,2949.0
Mayo,Population 2011 to 2016,2016,Both sexes,85 years and over,2587.0
Roscommon,Population 2011 to 2016,2016,Both sexes,All ages,64544.0
Roscommon,Population 2011 to 2016,2016,Both sexes,0 - 4 years,4360.0
Roscommon,Population 2011 to 2016,2016,Both sexes,5 - 9 years,4766.0
Roscommon,Population 2011 to 2016,2016,Both sexes,10 - 14 years,4536.0
Roscommon,Population 2011 to 2016,2016,Both sexes,15 - 19 years,4008.0
Roscommon,Population 2011 to 2016,2016,Both sexes,20 - 24 years,2749.0
Roscommon,Population 2011 to 2016,2016,Both sexes,25 - 29 years,3096.0
Roscommon,Population 2011 to 2016,2016,Both sexes,30 - 34 years,4061.0
Roscommon,Population 2011 to 2016,2016,Both sexes,35 - 39 years,4591.0
Roscommon,Population 2011 to 2016,2016,Both sexes,40 - 44 years,4577.0
Roscommon,Population 2011 to 2016,2016,Both sexes,45 - 49 years,4495.0
Roscommon,Population 2011 to 2016,2016,Both sexes,50 - 54 years,4365.0
Roscommon,Population 2011 to 2016,2016,Both sexes,55 - 59 years,4219.0
Roscommon,Population 2011 to 2016,2016,Both sexes,60 - 64 years,3978.0
Roscommon,Population 2011 to 2016,2016,Both sexes,65 - 69 years,3387.0
Roscommon,Population 2011 to 2016,2016,Both sexes,70 - 74 years,2637.0
Roscommon,Population 2011 to 2016,2016,Both sexes,75 - 79 years,1879.0
Roscommon,Population 2011 to 2016,2016,Both sexes,80 - 84 years,1469.0
Roscommon,Population 2011 to 2016,2016,Both sexes,85 years and over,1371.0
Sligo,Population 2011 to 2016,2016,Both sexes,All ages,65535.0
Sligo,Population 2011 to 2016,2016,Both sexes,0 - 4 years,4310.0
Sligo,Population 2011 to 2016,2016,Both sexes,5 - 9 years,4733.0
Sligo,Population 2011 to 2016,2016,Both sexes,10 - 14 years,4270.0
Sligo,Population 2011 to 2016,2016,Both sexes,15 - 19 years,4420.0
Sligo,Population 2011 to 2016,2016,Both sexes,20 - 24 years,3597.0
Sligo,Population 2011 to 2016,2016,Both sexes,25 - 29 years,3205.0
Sligo,Population 2011 to 2016,2016,Both sexes,30 - 34 years,4264.0
Sligo,Population 2011 to 2016,2016,Both sexes,35 - 39 years,4762.0
Sligo,Population 2011 to 2016,2016,Both sexes,40 - 44 years,4513.0
Sligo,Population 2011 to 2016,2016,Both sexes,45 - 49 years,4344.0
Sligo,Population 2011 to 2016,2016,Both sexes,50 - 54 years,4399.0
Sligo,Population 2011 to 2016,2016,Both sexes,55 - 59 years,4268.0
Sligo,Population 2011 to 2016,2016,Both sexes,60 - 64 years,3826.0
Sligo,Population 2011 to 2016,2016,Both sexes,65 - 69 years,3556.0
Sligo,Population 2011 to 2016,2016,Both sexes,70 - 74 years,2639.0
Sligo,Population 2011 to 2016,2016,Both sexes,75 - 79 years,1872.0
Sligo,Population 2011 to 2016,2016,Both sexes,80 - 84 years,1342.0
Sligo,Population 2011 to 2016,2016,Both sexes,85 years and over,1215.0
Cavan,Population 2011 to 2016,2016,Both sexes,All ages,76176.0
Cavan,Population 2011 to 2016,2016,Both sexes,0 - 4 years,5725.0
Cavan,Population 2011 to 2016,2016,Both sexes,5 - 9 years,6301.0
Cavan,Population 2011 to 2016,2016,Both sexes,10 - 14 years,5596.0
Cavan,Population 2011 to 2016,2016,Both sexes,15 - 19 years,5215.0
Cavan,Population 2011 to 2016,2016,Both sexes,20 - 24 years,3525.0
Cavan,Population 2011 to 2016,2016,Both sexes,25 - 29 years,3989.0
Cavan,Population 2011 to 2016,2016,Both sexes,30 - 34 years,5420.0
Cavan,Population 2011 to 2016,2016,Both sexes,35 - 39 years,5813.0
Cavan,Population 2011 to 2016,2016,Both sexes,40 - 44 years,5493.0
Cavan,Population 2011 to 2016,2016,Both sexes,45 - 49 years,5291.0
Cavan,Population 2011 to 2016,2016,Both sexes,50 - 54 years,4963.0
Cavan,Population 2011 to 2016,2016,Both sexes,55 - 59 years,4468.0
Cavan,Population 2011 to 2016,2016,Both sexes,60 - 64 years,3913.0
Cavan,Population 2011 to 2016,2016,Both sexes,65 - 69 years,3445.0
Cavan,Population 2011 to 2016,2016,Both sexes,70 - 74 years,2571.0
Cavan,Population 2011 to 2016,2016,Both sexes,75 - 79 years,1818.0
Cavan,Population 2011 to 2016,2016,Both sexes,80 - 84 years,1399.0
Cavan,Population 2011 to 2016,2016,Both sexes,85 years and over,1231.0
Donegal,Population 2011 to 2016,2016,Both sexes,All ages,159192.0
Donegal,Population 2011 to 2016,2016,Both sexes,0 - 4 years,10776.0
Donegal,Population 2011 to 2016,2016,Both sexes,5 - 9 years,12445.0
Donegal,Population 2011 to 2016,2016,Both sexes,10 - 14 years,11821.0
Donegal,Population 2011 to 2016,2016,Both sexes,15 - 19 years,10857.0
Donegal,Population 2011 to 2016,2016,Both sexes,20 - 24 years,7550.0
Donegal,Population 2011 to 2016,2016,Both sexes,25 - 29 years,8075.0
Donegal,Population 2011 to 2016,2016,Both sexes,30 - 34 years,9826.0
Donegal,Population 2011 to 2016,2016,Both sexes,35 - 39 years,11626.0
Donegal,Population 2011 to 2016,2016,Both sexes,40 - 44 years,11412.0
Donegal,Population 2011 to 2016,2016,Both sexes,45 - 49 years,11326.0
Donegal,Population 2011 to 2016,2016,Both sexes,50 - 54 years,10300.0
Donegal,Population 2011 to 2016,2016,Both sexes,55 - 59 years,9384.0
Donegal,Population 2011 to 2016,2016,Both sexes,60 - 64 years,8805.0
Donegal,Population 2011 to 2016,2016,Both sexes,65 - 69 years,8184.0
Donegal,Population 2011 to 2016,2016,Both sexes,70 - 74 years,6496.0
Donegal,Population 2011 to 2016,2016,Both sexes,75 - 79 years,4568.0
Donegal,Population 2011 to 2016,2016,Both sexes,80 - 84 years,3057.0
Donegal,Population 2011 to 2016,2016,Both sexes,85 years and over,2684.0
Monaghan,Population 2011 to 2016,2016,Both sexes,All ages,61386.0
Monaghan,Population 2011 to 2016,2016,Both sexes,0 - 4 years,4672.0
Monaghan,Population 2011 to 2016,2016,Both sexes,5 - 9 years,4924.0
Monaghan,Population 2011 to 2016,2016,Both sexes,10 - 14 years,4363.0
Monaghan,Population 2011 to 2016,2016,Both sexes,15 - 19 years,4016.0
Monaghan,Population 2011 to 2016,2016,Both sexes,20 - 24 years,2975.0
Monaghan,Population 2011 to 2016,2016,Both sexes,25 - 29 years,3467.0
Monaghan,Population 2011 to 2016,2016,Both sexes,30 - 34 years,4364.0
Monaghan,Population 2011 to 2016,2016,Both sexes,35 - 39 years,4708.0
Monaghan,Population 2011 to 2016,2016,Both sexes,40 - 44 years,4443.0
Monaghan,Population 2011 to 2016,2016,Both sexes,45 - 49 years,4117.0
Monaghan,Population 2011 to 2016,2016,Both sexes,50 - 54 years,3913.0
Monaghan,Population 2011 to 2016,2016,Both sexes,55 - 59 years,3625.0
Monaghan,Population 2011 to 2016,2016,Both sexes,60 - 64 years,3222.0
Monaghan,Population 2011 to 2016,2016,Both sexes,65 - 69 years,2870.0
Monaghan,Population 2011 to 2016,2016,Both sexes,70 - 74 years,2105.0
Monaghan,Population 2011 to 2016,2016,Both sexes,75 - 79 years,1485.0
Monaghan,Population 2011 to 2016,2016,Both sexes,80 - 84 years,1152.0
Monaghan,Population 2011 to 2016,2016,Both sexes,85 years and over,965.0
State,Population 2011 to 2016,2016,Male,All ages,2354428.0
State,Population 2011 to 2016,2016,Male,0 - 4 years,169731.0
State,Population 2011 to 2016,2016,Male,5 - 9 years,181470.0
State,Population 2011 to 2016,2016,Male,10 - 14 years,163378.0
State,Population 2011 to 2016,2016,Male,15 - 19 years,154908.0
State,Population 2011 to 2016,2016,Male,20 - 24 years,137584.0
State,Population 2011 to 2016,2016,Male,25 - 29 years,145222.0
State,Population 2011 to 2016,2016,Male,30 - 34 years,173179.0
State,Population 2011 to 2016,2016,Male,35 - 39 years,191045.0
State,Population 2011 to 2016,2016,Male,40 - 44 years,177482.0
State,Population 2011 to 2016,2016,Male,45 - 49 years,162824.0
State,Population 2011 to 2016,2016,Male,50 - 54 years,148212.0
State,Population 2011 to 2016,2016,Male,55 - 59 years,133858.0
State,Population 2011 to 2016,2016,Male,60 - 64 years,118698.0
State,Population 2011 to 2016,2016,Male,65 - 69 years,104961.0
State,Population 2011 to 2016,2016,Male,70 - 74 years,79501.0
State,Population 2011 to 2016,2016,Male,75 - 79 years,54117.0
State,Population 2011 to 2016,2016,Male,80 - 84 years,35196.0
State,Population 2011 to 2016,2016,Male,85 years and over,23062.0
Carlow,Population 2011 to 2016,2016,Male,All ages,28465.0
Carlow,Population 2011 to 2016,2016,Male,0 - 4 years,2057.0
Carlow,Population 2011 to 2016,2016,Male,5 - 9 years,2251.0
Carlow,Population 2011 to 2016,2016,Male,10 - 14 years,2097.0
Carlow,Population 2011 to 2016,2016,Male,15 - 19 years,1944.0
Carlow,Population 2011 to 2016,2016,Male,20 - 24 years,1747.0
Carlow,Population 2011 to 2016,2016,Male,25 - 29 years,1670.0
Carlow,Population 2011 to 2016,2016,Male,30 - 34 years,2020.0
Carlow,Population 2011 to 2016,2016,Male,35 - 39 years,2212.0
Carlow,Population 2011 to 2016,2016,Male,40 - 44 years,2150.0
Carlow,Population 2011 to 2016,2016,Male,45 - 49 years,1960.0
Carlow,Population 2011 to 2016,2016,Male,50 - 54 years,1804.0
Carlow,Population 2011 to 2016,2016,Male,55 - 59 years,1626.0
Carlow,Population 2011 to 2016,2016,Male,60 - 64 years,1436.0
Carlow,Population 2011 to 2016,2016,Male,65 - 69 years,1253.0
Carlow,Population 2011 to 2016,2016,Male,70 - 74 years,906.0
Carlow,Population 2011 to 2016,2016,Male,75 - 79 years,649.0
Carlow,Population 2011 to 2016,2016,Male,80 - 84 years,399.0
Carlow,Population 2011 to 2016,2016,Male,85 years and over,284.0
Dublin,Population 2011 to 2016,2016,Male,All ages,658371.0
Dublin,Population 2011 to 2016,2016,Male,0 - 4 years,46693.0
Dublin,Population 2011 to 2016,2016,Male,5 - 9 years,46225.0
Dublin,Population 2011 to 2016,2016,Male,10 - 14 years,39855.0
Dublin,Population 2011 to 2016,2016,Male,15 - 19 years,40077.0
Dublin,Population 2011 to 2016,2016,Male,20 - 24 years,45654.0
Dublin,Population 2011 to 2016,2016,Male,25 - 29 years,54235.0
Dublin,Population 2011 to 2016,2016,Male,30 - 34 years,59860.0
Dublin,Population 2011 to 2016,2016,Male,35 - 39 years,59711.0
Dublin,Population 2011 to 2016,2016,Male,40 - 44 years,49744.0
Dublin,Population 2011 to 2016,2016,Male,45 - 49 years,42603.0
Dublin,Population 2011 to 2016,2016,Male,50 - 54 years,37835.0
Dublin,Population 2011 to 2016,2016,Male,55 - 59 years,33930.0
Dublin,Population 2011 to 2016,2016,Male,60 - 64 years,28882.0
Dublin,Population 2011 to 2016,2016,Male,65 - 69 years,25167.0
Dublin,Population 2011 to 2016,2016,Male,70 - 74 years,19185.0
Dublin,Population 2011 to 2016,2016,Male,75 - 79 years,13738.0
Dublin,Population 2011 to 2016,2016,Male,80 - 84 years,8992.0
Dublin,Population 2011 to 2016,2016,Male,85 years and over,5985.0
Kildare,Population 2011 to 2016,2016,Male,All ages,110546.0
Kildare,Population 2011 to 2016,2016,Male,0 - 4 years,8867.0
Kildare,Population 2011 to 2016,2016,Male,5 - 9 years,9770.0
Kildare,Population 2011 to 2016,2016,Male,10 - 14 years,8897.0
Kildare,Population 2011 to 2016,2016,Male,15 - 19 years,7994.0
Kildare,Population 2011 to 2016,2016,Male,20 - 24 years,6249.0
Kildare,Population 2011 to 2016,2016,Male,25 - 29 years,5849.0
Kildare,Population 2011 to 2016,2016,Male,30 - 34 years,7953.0
Kildare,Population 2011 to 2016,2016,Male,35 - 39 years,9505.0
Kildare,Population 2011 to 2016,2016,Male,40 - 44 years,9260.0
Kildare,Population 2011 to 2016,2016,Male,45 - 49 years,8198.0
Kildare,Population 2011 to 2016,2016,Male,50 - 54 years,6892.0
Kildare,Population 2011 to 2016,2016,Male,55 - 59 years,5790.0
Kildare,Population 2011 to 2016,2016,Male,60 - 64 years,4855.0
Kildare,Population 2011 to 2016,2016,Male,65 - 69 years,4137.0
Kildare,Population 2011 to 2016,2016,Male,70 - 74 years,2984.0
Kildare,Population 2011 to 2016,2016,Male,75 - 79 years,1678.0
Kildare,Population 2011 to 2016,2016,Male,80 - 84 years,989.0
Kildare,Population 2011 to 2016,2016,Male,85 years and over,679.0
Kilkenny,Population 2011 to 2016,2016,Male,All ages,49533.0
Kilkenny,Population 2011 to 2016,2016,Male,0 - 4 years,3698.0
Kilkenny,Population 2011 to 2016,2016,Male,5 - 9 years,3956.0
Kilkenny,Population 2011 to 2016,2016,Male,10 - 14 years,3591.0
Kilkenny,Population 2011 to 2016,2016,Male,15 - 19 years,3387.0
Kilkenny,Population 2011 to 2016,2016,Male,20 - 24 years,2373.0
Kilkenny,Population 2011 to 2016,2016,Male,25 - 29 years,2557.0
Kilkenny,Population 2011 to 2016,2016,Male,30 - 34 years,3171.0
Kilkenny,Population 2011 to 2016,2016,Male,35 - 39 years,3837.0
Kilkenny,Population 2011 to 2016,2016,Male,40 - 44 years,3849.0
Kilkenny,Population 2011 to 2016,2016,Male,45 - 49 years,3424.0
Kilkenny,Population 2011 to 2016,2016,Male,50 - 54 years,3221.0
Kilkenny,Population 2011 to 2016,2016,Male,55 - 59 years,3028.0
Kilkenny,Population 2011 to 2016,2016,Male,60 - 64 years,2712.0
Kilkenny,Population 2011 to 2016,2016,Male,65 - 69 years,2406.0
Kilkenny,Population 2011 to 2016,2016,Male,70 - 74 years,1825.0
Kilkenny,Population 2011 to 2016,2016,Male,75 - 79 years,1190.0
Kilkenny,Population 2011 to 2016,2016,Male,80 - 84 years,776.0
Kilkenny,Population 2011 to 2016,2016,Male,85 years and over,532.0
Laois,Population 2011 to 2016,2016,Male,All ages,42811.0
Laois,Population 2011 to 2016,2016,Male,0 - 4 years,3421.0
Laois,Population 2011 to 2016,2016,Male,5 - 9 years,3877.0
Laois,Population 2011 to 2016,2016,Male,10 - 14 years,3370.0
Laois,Population 2011 to 2016,2016,Male,15 - 19 years,2704.0
Laois,Population 2011 to 2016,2016,Male,20 - 24 years,2155.0
Laois,Population 2011 to 2016,2016,Male,25 - 29 years,2424.0
Laois,Population 2011 to 2016,2016,Male,30 - 34 years,3174.0
Laois,Population 2011 to 2016,2016,Male,35 - 39 years,3598.0
Laois,Population 2011 to 2016,2016,Male,40 - 44 years,3205.0
Laois,Population 2011 to 2016,2016,Male,45 - 49 years,3098.0
Laois,Population 2011 to 2016,2016,Male,50 - 54 years,2629.0
Laois,Population 2011 to 2016,2016,Male,55 - 59 years,2378.0
Laois,Population 2011 to 2016,2016,Male,60 - 64 years,2046.0
Laois,Population 2011 to 2016,2016,Male,65 - 69 years,1677.0
Laois,Population 2011 to 2016,2016,Male,70 - 74 years,1275.0
Laois,Population 2011 to 2016,2016,Male,75 - 79 years,814.0
Laois,Population 2011 to 2016,2016,Male,80 - 84 years,549.0
Laois,Population 2011 to 2016,2016,Male,85 years and over,417.0
Longford,Population 2011 to 2016,2016,Male,All ages,20587.0
Longford,Population 2011 to 2016,2016,Male,0 - 4 years,1573.0
Longford,Population 2011 to 2016,2016,Male,5 - 9 years,1737.0
Longford,Population 2011 to 2016,2016,Male,10 - 14 years,1604.0
Longford,Population 2011 to 2016,2016,Male,15 - 19 years,1348.0
Longford,Population 2011 to 2016,2016,Male,20 - 24 years,978.0
Longford,Population 2011 to 2016,2016,Male,25 - 29 years,1081.0
Longford,Population 2011 to 2016,2016,Male,30 - 34 years,1308.0
Longford,Population 2011 to 2016,2016,Male,35 - 39 years,1606.0
Longford,Population 2011 to 2016,2016,Male,40 - 44 years,1505.0
Longford,Population 2011 to 2016,2016,Male,45 - 49 years,1409.0
Longford,Population 2011 to 2016,2016,Male,50 - 54 years,1284.0
Longford,Population 2011 to 2016,2016,Male,55 - 59 years,1207.0
Longford,Population 2011 to 2016,2016,Male,60 - 64 years,1144.0
Longford,Population 2011 to 2016,2016,Male,65 - 69 years,1040.0
Longford,Population 2011 to 2016,2016,Male,70 - 74 years,744.0
Longford,Population 2011 to 2016,2016,Male,75 - 79 years,484.0
Longford,Population 2011 to 2016,2016,Male,80 - 84 years,342.0
Longford,Population 2011 to 2016,2016,Male,85 years and over,193.0
Louth,Population 2011 to 2016,2016,Male,All ages,63633.0
Louth,Population 2011 to 2016,2016,Male,0 - 4 years,4835.0
Louth,Population 2011 to 2016,2016,Male,5 - 9 years,5388.0
Louth,Population 2011 to 2016,2016,Male,10 - 14 years,4872.0
Louth,Population 2011 to 2016,2016,Male,15 - 19 years,4325.0
Louth,Population 2011 to 2016,2016,Male,20 - 24 years,3628.0
Louth,Population 2011 to 2016,2016,Male,25 - 29 years,3698.0
Louth,Population 2011 to 2016,2016,Male,30 - 34 years,4411.0
Louth,Population 2011 to 2016,2016,Male,35 - 39 years,4907.0
Louth,Population 2011 to 2016,2016,Male,40 - 44 years,4919.0
Louth,Population 2011 to 2016,2016,Male,45 - 49 years,4659.0
Louth,Population 2011 to 2016,2016,Male,50 - 54 years,4107.0
Louth,Population 2011 to 2016,2016,Male,55 - 59 years,3452.0
Louth,Population 2011 to 2016,2016,Male,60 - 64 years,3064.0
Louth,Population 2011 to 2016,2016,Male,65 - 69 years,2639.0
Louth,Population 2011 to 2016,2016,Male,70 - 74 years,2044.0
Louth,Population 2011 to 2016,2016,Male,75 - 79 years,1363.0
Louth,Population 2011 to 2016,2016,Male,80 - 84 years,833.0
Louth,Population 2011 to 2016,2016,Male,85 years and over,489.0
Meath,Population 2011 to 2016,2016,Male,All ages,96776.0
Meath,Population 2011 to 2016,2016,Male,0 - 4 years,8010.0
Meath,Population 2011 to 2016,2016,Male,5 - 9 years,8967.0
Meath,Population 2011 to 2016,2016,Male,10 - 14 years,7961.0
Meath,Population 2011 to 2016,2016,Male,15 - 19 years,6690.0
Meath,Population 2011 to 2016,2016,Male,20 - 24 years,4803.0
Meath,Population 2011 to 2016,2016,Male,25 - 29 years,4642.0
Meath,Population 2011 to 2016,2016,Male,30 - 34 years,6580.0
Meath,Population 2011 to 2016,2016,Male,35 - 39 years,8038.0
Meath,Population 2011 to 2016,2016,Male,40 - 44 years,8183.0
Meath,Population 2011 to 2016,2016,Male,45 - 49 years,7307.0
Meath,Population 2011 to 2016,2016,Male,50 - 54 years,6251.0
Meath,Population 2011 to 2016,2016,Male,55 - 59 years,5111.0
Meath,Population 2011 to 2016,2016,Male,60 - 64 years,4328.0
Meath,Population 2011 to 2016,2016,Male,65 - 69 years,3728.0
Meath,Population 2011 to 2016,2016,Male,70 - 74 years,2741.0
Meath,Population 2011 to 2016,2016,Male,75 - 79 years,1718.0
Meath,Population 2011 to 2016,2016,Male,80 - 84 years,1017.0
Meath,Population 2011 to 2016,2016,Male,85 years and over,701.0
Offaly,Population 2011 to 2016,2016,Male,All ages,38838.0
Offaly,Population 2011 to 2016,2016,Male,0 - 4 years,2865.0
Offaly,Population 2011 to 2016,2016,Male,5 - 9 years,3220.0
Offaly,Population 2011 to 2016,2016,Male,10 - 14 years,3004.0
Offaly,Population 2011 to 2016,2016,Male,15 - 19 years,2800.0
Offaly,Population 2011 to 2016,2016,Male,20 - 24 years,1983.0
Offaly,Population 2011 to 2016,2016,Male,25 - 29 years,2019.0
Offaly,Population 2011 to 2016,2016,Male,30 - 34 years,2585.0
Offaly,Population 2011 to 2016,2016,Male,35 - 39 years,2864.0
Offaly,Population 2011 to 2016,2016,Male,40 - 44 years,2858.0
Offaly,Population 2011 to 2016,2016,Male,45 - 49 years,2681.0
Offaly,Population 2011 to 2016,2016,Male,50 - 54 years,2576.0
Offaly,Population 2011 to 2016,2016,Male,55 - 59 years,2364.0
Offaly,Population 2011 to 2016,2016,Male,60 - 64 years,2031.0
Offaly,Population 2011 to 2016,2016,Male,65 - 69 years,1739.0
Offaly,Population 2011 to 2016,2016,Male,70 - 74 years,1293.0
Offaly,Population 2011 to 2016,2016,Male,75 - 79 years,902.0
Offaly,Population 2011 to 2016,2016,Male,80 - 84 years,624.0
Offaly,Population 2011 to 2016,2016,Male,85 years and over,430.0
Westmeath,Population 2011 to 2016,2016,Male,All ages,44082.0
Westmeath,Population 2011 to 2016,2016,Male,0 - 4 years,3243.0
Westmeath,Population 2011 to 2016,2016,Male,5 - 9 years,3549.0
Westmeath,Population 2011 to 2016,2016,Male,10 - 14 years,3235.0
Westmeath,Population 2011 to 2016,2016,Male,15 - 19 years,3043.0
Westmeath,Population 2011 to 2016,2016,Male,20 - 24 years,2578.0
Westmeath,Population 2011 to 2016,2016,Male,25 - 29 years,2524.0
Westmeath,Population 2011 to 2016,2016,Male,30 - 34 years,3124.0
Westmeath,Population 2011 to 2016,2016,Male,35 - 39 years,3383.0
Westmeath,Population 2011 to 2016,2016,Male,40 - 44 years,3176.0
Westmeath,Population 2011 to 2016,2016,Male,45 - 49 years,3155.0
Westmeath,Population 2011 to 2016,2016,Male,50 - 54 years,2875.0
Westmeath,Population 2011 to 2016,2016,Male,55 - 59 years,2568.0
Westmeath,Population 2011 to 2016,2016,Male,60 - 64 years,2276.0
Westmeath,Population 2011 to 2016,2016,Male,65 - 69 years,1896.0
Westmeath,Population 2011 to 2016,2016,Male,70 - 74 years,1415.0
Westmeath,Population 2011 to 2016,2016,Male,75 - 79 years,1002.0
Westmeath,Population 2011 to 2016,2016,Male,80 - 84 years,641.0
Westmeath,Population 2011 to 2016,2016,Male,85 years and over,399.0
Wexford,Population 2011 to 2016,2016,Male,All ages,73722.0
Wexford,Population 2011 to 2016,2016,Male,0 - 4 years,5369.0
Wexford,Population 2011 to 2016,2016,Male,5 - 9 years,5944.0
Wexford,Population 2011 to 2016,2016,Male,10 - 14 years,5660.0
Wexford,Population 2011 to 2016,2016,Male,15 - 19 years,4980.0
Wexford,Population 2011 to 2016,2016,Male,20 - 24 years,3489.0
Wexford,Population 2011 to 2016,2016,Male,25 - 29 years,3713.0
Wexford,Population 2011 to 2016,2016,Male,30 - 34 years,4521.0
Wexford,Population 2011 to 2016,2016,Male,35 - 39 years,5411.0
Wexford,Population 2011 to 2016,2016,Male,40 - 44 years,5463.0
Wexford,Population 2011 to 2016,2016,Male,45 - 49 years,5361.0
Wexford,Population 2011 to 2016,2016,Male,50 - 54 years,4869.0
Wexford,Population 2011 to 2016,2016,Male,55 - 59 years,4472.0
Wexford,Population 2011 to 2016,2016,Male,60 - 64 years,4042.0
Wexford,Population 2011 to 2016,2016,Male,65 - 69 years,3646.0
Wexford,Population 2011 to 2016,2016,Male,70 - 74 years,2826.0
Wexford,Population 2011 to 2016,2016,Male,75 - 79 years,1991.0
Wexford,Population 2011 to 2016,2016,Male,80 - 84 years,1233.0
Wexford,Population 2011 to 2016,2016,Male,85 years and over,732.0
Wicklow,Population 2011 to 2016,2016,Male,All ages,70156.0
Wicklow,Population 2011 to 2016,2016,Male,0 - 4 years,5168.0
Wicklow,Population 2011 to 2016,2016,Male,5 - 9 years,5935.0
Wicklow,Population 2011 to 2016,2016,Male,10 - 14 years,5267.0
Wicklow,Population 2011 to 2016,2016,Male,15 - 19 years,4719.0
Wicklow,Population 2011 to 2016,2016,Male,20 - 24 years,3629.0
Wicklow,Population 2011 to 2016,2016,Male,25 - 29 years,3505.0
Wicklow,Population 2011 to 2016,2016,Male,30 - 34 years,4470.0
Wicklow,Population 2011 to 2016,2016,Male,35 - 39 years,5573.0
Wicklow,Population 2011 to 2016,2016,Male,40 - 44 years,5578.0
Wicklow,Population 2011 to 2016,2016,Male,45 - 49 years,5028.0
Wicklow,Population 2011 to 2016,2016,Male,50 - 54 years,4832.0
Wicklow,Population 2011 to 2016,2016,Male,55 - 59 years,4096.0
Wicklow,Population 2011 to 2016,2016,Male,60 - 64 years,3531.0
Wicklow,Population 2011 to 2016,2016,Male,65 - 69 years,3201.0
Wicklow,Population 2011 to 2016,2016,Male,70 - 74 years,2475.0
Wicklow,Population 2011 to 2016,2016,Male,75 - 79 years,1582.0
Wicklow,Population 2011 to 2016,2016,Male,80 - 84 years,957.0
Wicklow,Population 2011 to 2016,2016,Male,85 years and over,610.0
Clare,Population 2011 to 2016,2016,Male,All ages,58785.0
Clare,Population 2011 to 2016,2016,Male,0 - 4 years,4011.0
Clare,Population 2011 to 2016,2016,Male,5 - 9 years,4599.0
Clare,Population 2011 to 2016,2016,Male,10 - 14 years,4373.0
